OTU_10,429895,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Ruminococcaceae,.,Ruminococcus,.,0.81,Ruminococcus_bromii_(T)_ATCC_27255_(L76600),98.3,1,8759,2282,13767,1356,1730,786,65,17,8574,2170,4342,381,983,487,9698,3770,3017,955,136,32,3992,3999,9835,2716,13805,5323,6376,1651,9565,1166,24,28,1034,359,5870,1522,5153,2217,6169,2239,10642,1530,14436,6514,299,3482,14218,4129,2955,416,25,37,703,504,24,1010,13200,1307,3190,560,7775,9,10910,2853,2504,773,378,6447,2700,2899,332,34,26,4858,4086,7599,1598,12469,7962,5497,2616,15632,1278,12,14,1039,437,7863,2058,6798,2596,5675,1719,11665,177,12868,11864,13286,3439,11150,3269,5180,464,25,17,435,1079
OTU_6,414775,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Lachnospiraceae,.,Blautia,.,0.93,Blautia_luti_(T)_bln9_(AJ133124),98.3,1,3343,1741,4076,2478,1408,514,9609,3177,5273,2533,1713,565,2709,1636,7489,4059,6794,2964,5223,720,2510,2460,14163,6970,1519,412,3682,2386,6407,7606,5816,3100,9297,3025,11296,6364,2933,1985,4787,3443,999,68,7788,3077,144,693,6634,3556,8550,4938,1774,860,1004,459,8752,1271,4241,2187,3328,346,3144,3881,7146,3973,1309,2471,1134,5291,3020,6649,321,534,923,3769,2590,10983,3452,1273,525,3060,2594,8063,7181,4594,1787,10250,3999,10398,6908,4271,2347,4823,2603,1312,232,8443,4742,1470,889,6469,3056,13193,5918,2191,680,993,1067
OTU_11,383505,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Ruminococcaceae,.,Faecalibacterium,.,0.66,Faecalibacterium_prausnitzii_(T)_ATCC_27768_(AJ413954),95.2,1,17941,8831,24025,10053,562,296,1158,367,2572,1277,7162,3180,2848,1897,3396,1944,11231,5510,2011,778,1714,1483,1011,486,997,977,9658,5995,3802,3511,1628,1585,2360,1145,3204,1465,1128,592,7,1,3222,1023,2706,2244,32,2025,7526,3836,2301,2439,11212,6216,789,85,1052,4249,25260,9628,1231,247,14317,410,2392,1444,6327,2724,1705,2929,1825,12279,68,221,780,1140,1130,871,283,888,1027,7731,7467,5245,3776,1591,1155,2773,1179,3374,1856,1533,646,8,12,4847,23,2763,3367,3653,3012,7098,3607,4273,2799,13165,6175,324,182
OTU_9,346166,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Lachnospiraceae,.,Anaerostipes,.,1,Anaerostipes_sp._5_1_63FAA_(JF412658),98.6,3,2112,2106,1541,1241,3573,1438,5365,4366,3209,1091,684,137,4226,2597,11839,5241,2537,1808,9781,2743,4565,7104,4103,2777,3017,987,3936,2630,11379,10270,6062,5237,1867,861,5931,2618,3954,3079,14,25,4622,316,844,756,234,2309,5700,3389,4277,3265,1333,886,957,404,4595,1242,1402,968,5402,712,1917,4665,2678,1016,559,4159,1454,8580,4617,2644,377,959,3087,5786,6661,3155,1387,3407,1515,3496,2965,11425,8875,3926,3094,1890,857,4958,3547,5561,3165,24,24,6023,217,1025,985,4606,2661,6200,3214,7566,4962,2118,873,645,977
OTU_12,337402,Root,Bacteria,Bacteroidetes,.,Bacteroidia,.,Bacteroidales,.,Bacteroidaceae,.,Bacteroides,.,1,Bacteroides_uniformis_(T)_JCM_5828T_(AB050110),98.6,1,633,9925,1378,3914,407,1622,209,646,153,2063,445,3362,5318,11173,940,2174,42,30,396,2379,669,16054,428,5610,138,629,495,723,1105,3434,485,6785,1458,4028,68,377,255,2748,5579,16127,470,1433,1561,7955,387,6670,5168,12051,83,522,6927,11348,2107,657,194,5069,1294,4118,823,1344,498,691,393,1917,622,4845,12251,1392,2537,20,581,121,2067,1071,14443,725,3587,138,710,531,965,2101,4536,2224,5047,3008,4054,56,444,295,2985,6734,15946,751,339,2513,7620,206,10799,3078,10331,192,607,3887,12722,527,1710
OTU_13,329304,Root,Bacteria,Actinobacteria,.,Actinobacteria,Actinobacteridae,Bifidobacteriales,.,Bifidobacteriaceae,.,Bifidobacterium,.,0.98,Bifidobacterium_stercoris_(T)_Eg1_(FJ611793),98.6,6,160,21,5912,2081,1131,424,15913,5237,18,20,8559,719,14710,10521,226,86,974,411,149,23,435,400,11687,5737,1220,451,1552,817,1412,1287,16208,13173,2677,971,34,28,14492,9873,35,25,940,349,1476,809,202,1092,22,28,5326,2778,506,216,142,364,16100,85,6519,2404,2411,314,49,5856,40,22,5112,13053,8510,194,91,1279,343,89,24,326,241,9150,3135,1369,630,1268,1051,2073,1718,15676,9751,3154,1105,76,35,19640,10295,55,32,1219,208,1295,1004,3760,1275,43,13,8244,2837,523,430,123,996
OTU_26,291629,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Lachnospiraceae,.,Blautia,.,0.99,Blautia_obeum_(T)_(X85101),98.6,1,6373,2663,1467,637,2056,707,1645,566,4471,1447,851,138,4277,2384,2484,904,1510,560,1600,211,4367,1603,3514,1619,2239,818,4716,2074,2986,1433,1062,230,1513,388,4477,1762,4499,3086,11063,7190,7758,557,1123,351,85,1137,8989,3579,2675,1600,9240,3368,3237,118,1592,1944,1600,574,4199,518,6734,646,6485,2473,511,3947,1902,1825,707,1523,82,161,268,5865,1778,2795,921,1821,871,3779,2517,3556,1329,838,142,1610,519,4141,2024,6053,3716,9931,5656,12147,53,1053,484,2900,1462,8498,3011,4077,1975,10539,3129,2970,371
OTU_14,261861,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Lachnospiraceae,.,Dorea,.,0.97,Dorea_longicatena_(T)_III-35_(AJ132842),98.3,1,2087,2655,4408,2318,1392,750,5832,2360,4564,2087,283,242,1148,597,2476,1029,1749,1207,9701,1376,1359,1330,4956,2635,1070,635,1340,642,3922,4896,5593,4021,2794,1287,5870,1804,1153,1418,3861,2706,1500,130,3438,1983,150,1225,5266,2337,5184,2924,2276,1280,1151,388,4497,1763,4698,2136,3237,505,3086,2650,6472,3072,255,1030,461,2016,892,1700,228,807,1707,1861,1217,3222,1508,1064,708,1195,768,5029,5648,4313,3238,3232,1719,5619,2104,1801,1635,3526,1911,2102,88,3308,2864,3143,1253,4741,2030,8990,4032,3144,1194,1051,606
OTU_16,255982,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Ruminococcaceae,.,Gemmiger,.,0.76,Gemmiger_formicilis_(T)_ATCC_27749;_X2-56_(GU562446),98.6,1,3188,4069,4200,2563,145,135,3336,1739,382,208,1252,749,701,533,3988,1547,3423,1752,2493,1504,2502,5332,2535,1925,2357,1385,1032,628,142,228,6613,6272,2091,614,595,311,2355,1734,10898,6710,2273,802,5751,3881,40,3558,4653,2808,3620,3031,1,3,5609,51,3304,2169,3991,2609,300,125,3212,2133,343,247,1211,754,402,3445,1342,3495,31,357,1367,2637,4758,2201,879,1996,1728,858,641,288,224,6473,4530,2489,826,596,420,3435,2352,11579,5552,3145,8,5835,5241,2625,5153,4349,2276,6001,3415,3,61,2208,116
OTU_17,253675,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Lachnospiraceae,.,Lachnospiracea_incertae_sedis,.,0.91,Eubacterium_hallii_strain_ATCC_27751_(L34621),98.6,1,1388,1845,2435,1375,1133,315,4204,2004,6181,2746,1618,116,2522,1895,1300,717,2386,1657,5327,795,1425,1858,4244,2542,3808,1789,2501,2094,4014,3038,5362,3857,6140,2531,8675,4308,2256,1999,11,23,2992,128,1496,1213,141,3106,4117,2493,1757,1620,15,10,2079,226,3702,1273,2555,1298,2565,170,1760,2456,5737,2957,1117,2086,1200,1010,554,2474,158,495,790,2169,1634,2821,1135,3509,2357,2354,2496,4639,3934,3991,2876,6860,3111,9232,4754,3023,2371,15,19,3724,67,1420,1563,6201,4527,3928,1964,3245,1810,16,71,1314,341
OTU_15,235916,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Peptostreptococcaceae,.,Romboutsia,.,0.99,Romboutsia_timonensis_strain_DR1_(NR_144740.1),98.6,1,1535,2643,1798,867,17,9,6602,1535,2,4,14794,70,2738,1927,1149,620,3909,1915,3289,409,68,77,1076,674,19546,6113,6923,4218,641,460,203,156,3637,1405,707,278,4411,2667,3248,1729,1017,15,1495,671,45,2938,340,149,875,571,828,359,309,59,5951,1395,1933,854,64,5,2493,1631,10,12,7445,2392,1295,978,494,4148,48,294,366,128,100,707,207,25807,9713,6151,4855,793,506,214,65,4512,1864,923,289,5846,2957,3517,1428,1298,34,1294,844,8029,4025,285,128,1497,609,1048,243,200,252
OTU_20,208025,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Lachnospiraceae,.,Blautia,.,1,Blautia_faecis_(T)_M25_(HM626178),98.6,1,1077,1338,1039,643,466,206,1073,496,9592,4427,517,132,447,262,5659,2822,422,309,746,142,2434,1875,4588,1904,4335,2878,497,282,3801,3641,708,741,899,240,559,236,3019,2811,3929,1872,236,42,1091,652,96,203,12054,6849,1301,740,2771,1369,940,400,1112,860,1122,647,1186,130,1734,615,14635,7917,339,444,199,4059,1839,374,84,91,154,3590,2247,3258,1163,2992,3571,374,301,4813,3004,625,395,987,402,645,253,3971,2441,3439,1199,399,55,1185,1288,677,245,11182,5755,1753,860,3179,1252,929,247
OTU_21,195762,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Lachnospiraceae,.,Ruminococcus2,.,0.98,Ruminococcus_faecis_(T)_Eg2_(FJ611794),98.6,1,2200,1500,2850,1256,1688,688,7503,2670,158,71,984,89,296,187,2646,1297,37,19,2597,685,2104,1650,633,356,3712,1359,1314,721,4270,5372,2090,1661,726,171,1689,511,3087,1929,6659,6385,351,22,4178,1980,52,1757,1799,948,3832,2437,8,5,2201,31,7019,1391,2864,1272,2948,574,2290,3461,150,79,676,224,143,1804,978,34,91,376,836,2327,1819,456,295,3931,1926,1211,854,4888,5531,1516,1178,881,245,1611,619,4193,2668,5706,4130,582,30,4220,3362,4027,1905,1707,814,5213,2977,6,29,2238,36
OTU_18,180560,Root,Archaea,Euryarchaeota,.,Methanobacteria,.,Methanobacteriales,.,Methanobacteriaceae,.,Methanobrevibacter,.,1,Methanobrevibacter_smithii_strain_PS_(NR_074235.1),98.3,2,2,3,3358,1614,0,1,1,1,3,0,31880,1291,2,0,1426,327,4,0,16,2,0,1,4,2,7851,2128,7400,2949,0,1,1,7,1,5,5180,1163,2026,1328,1,5,9,0,7891,3487,0,0,9849,2480,85,12,4,1,194,13,0,5,3879,2174,8,3,0,1,0,6,21600,0,1,1334,294,0,0,0,1,0,3,0,0,6562,3451,7143,3469,0,2,0,0,1,1,7521,1546,2499,1589,5,2,1,0,7508,5448,1,1,8216,2112,91,17,1,2,52,1
OTU_19,175663,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Ruminococcaceae,.,Faecalibacterium,.,1,Faecalibacterium_prausnitzii_(T)_ATCC_27768_(AJ413954),98.3,1,3840,5382,1735,3316,1809,2690,2607,2806,158,278,175,1422,1472,1425,1469,1484,2362,1685,215,1825,1305,1188,2708,1718,184,1111,2292,2077,625,1113,1611,2079,2299,2776,2318,2449,158,993,3972,3890,1824,3129,582,894,61,1227,816,2018,1460,2883,43,19,968,113,2140,2310,1469,3014,2599,2009,3197,2806,191,315,207,1340,1474,1221,1469,1892,87,63,1643,1227,1233,2509,1394,48,1179,2008,2592,1392,1314,2297,1564,2609,3350,2113,3069,156,1271,4002,3584,2491,37,872,1380,48,1485,1260,2023,1558,3719,27,52,997,299
OTU_22,165053,Root,Bacteria,Firmicutes,.,.,.,.,.,.,.,.,.,0.68,Gracilibacter_thermotolerans_(T)_JW/YJL-S1_(DQ117465),87,1,193,273,3469,3762,0,2,81,76,6,4,1086,2860,2358,3686,4,35,10467,10965,80,2,1,1,1627,1539,3225,7243,3362,4033,2,0,1,1,3171,4920,656,635,64,183,0,1,2933,5499,219,633,3,8261,0,3,135,165,3,1,1951,1,81,158,3275,3365,3,1,136,73,1,1,839,1911,4547,3,31,6979,1,3,3,1,4,1445,1264,1669,8096,2675,5496,3,1,0,0,3435,4907,774,710,54,237,0,2,3078,0,226,815,3563,13811,3,1,209,187,1,4,1072,18
OTU_24,157510,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Lachnospiraceae,.,Coprococcus,.,0.99,Coprococcus_eutactus_(T)_ATCC_27759_(EF031543),98.3,1,142,541,600,453,5017,5597,2424,6653,4,7,359,223,1138,1052,4914,3406,0,0,30,2,631,1194,1032,1485,1888,958,394,415,4,3,2,12,18,16,3517,2232,2,1,162,226,6886,5432,484,177,3,3753,1724,5979,1887,4033,6,1,1209,20,2603,278,432,467,9136,4530,167,7435,6,4,202,1036,945,4134,3024,0,4,4,0,546,1136,878,723,1535,1321,338,532,0,3,0,6,55,19,3369,2871,9,1,180,206,9175,1,403,315,1993,4280,2722,5080,1968,4561,3,1,479,46
OTU_23,150839,Root,Bacteria,Firmicutes,.,Erysipelotrichia,.,Erysipelotrichales,.,Erysipelotrichaceae,.,Clostridium XVIII,.,0.69,Clostridium_saccharogumia_(T)_SDG-Mt85-3Db_(DQ100445),93.1,1,2035,1804,1022,436,1167,832,2374,575,2938,1043,586,129,445,274,1675,771,941,529,10126,1779,917,913,3541,1664,1149,303,937,562,653,842,2768,1871,622,181,786,366,133,36,1054,957,856,239,922,407,61,593,13363,6329,1899,1903,352,173,1627,222,2104,1057,962,482,2682,552,1722,600,2597,1308,481,420,240,1717,759,1127,167,908,1946,963,785,2968,829,891,415,856,608,896,1050,2176,1526,871,159,772,394,166,77,1199,845,1078,75,757,596,1579,698,11460,5686,3572,2231,452,176,1182,338
OTU_28,142354,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Lachnospiraceae,.,Coprococcus,.,1,Coprococcus_comes_(T)_ATCC_27758_(EF031542),98.6,1,3600,2146,2234,1038,356,295,2240,654,2253,987,123,173,226,177,581,322,2268,1533,979,148,603,552,579,646,320,240,1163,675,2522,1496,1282,1243,2017,707,6167,2845,1717,1424,2752,2380,906,111,2920,1663,12,805,1683,1017,2100,1352,1912,1192,598,114,1620,1639,2381,1071,591,202,2752,822,3049,1642,122,244,164,519,307,1946,34,90,172,783,641,700,479,346,356,1050,834,3097,1720,1322,1099,2034,962,6147,3190,2429,1331,2513,1576,1199,18,2817,2581,1707,847,1616,947,2675,1754,2205,1239,658,67
OTU_25,129572,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Ruminococcaceae,.,Oscillibacter,.,0.61,Oscillibacter_valericigenes_(T)_Sjm18-20_(=_NBRC_101213)_(AB238598),93.2,1,53,147,369,792,233,748,140,610,1,8,1241,2238,1979,3743,2700,3128,808,1773,136,11,65,239,35,335,2362,6719,611,501,9,8,134,299,3179,6201,3073,3937,322,5317,33,21,1709,3321,1197,2094,32,1088,951,2179,17,209,3,5,3253,76,146,83,308,708,386,599,27,795,5,4,802,1549,3905,1853,2600,588,42,7,15,69,223,43,178,936,7166,509,644,5,2,154,180,3761,5948,2868,4432,232,5050,47,24,1771,22,1073,2273,179,1603,997,2070,11,245,2,3,1854,184
OTU_27,126242,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Clostridiaceae 1,.,Clostridium sensu stricto,.,0.98,Clostridium_saudiense_strain_JCC_(NR_144696.1),98.6,2,554,653,3106,1609,74,29,976,108,459,479,29872,134,163,100,67,34,5753,3061,1936,199,13,8,1320,655,7062,1948,547,292,70,12,280,129,1171,491,75,113,1716,1221,1070,1379,10,4,367,160,22,754,56,14,8,3,4,1,6,39,888,317,3466,1637,122,14,763,153,356,853,14536,143,78,56,24,5836,37,183,153,4,2,930,365,8809,2979,415,354,92,5,203,109,1473,730,22,89,2216,1486,1310,1141,29,14,281,212,1915,941,44,20,9,3,6,4,6,23
OTU_30,107698,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Lachnospiraceae,.,Lachnospiracea_incertae_sedis,.,0.74,Eubacterium_eligens_(T)_(L34420),93.5,1,2,0,886,1364,1445,637,457,571,389,2095,295,40,1801,989,2545,1294,84,1460,235,257,181,1212,353,1386,14,9,368,1048,1,0,47,942,1536,822,2661,1480,41,385,3039,1910,3363,1192,3110,1270,24,1858,134,1885,684,1264,2072,856,1040,40,434,10,815,1233,2745,229,3,715,1063,2488,213,1890,830,1862,1072,67,4,27,195,107,1400,408,957,13,6,427,1529,3,0,332,612,1495,1125,2413,1575,97,736,3025,1771,4002,17,3471,2429,94,2701,434,1610,421,1533,2260,817,768,142
OTU_33,105234,Root,Bacteria,Bacteroidetes,.,Bacteroidia,.,Bacteroidales,.,Bacteroidaceae,.,Bacteroides,.,1,Bacteroides_ovatus_strain_JCM5824_(NR_116181.1),98.3,2,219,4290,264,1552,28,120,330,948,1426,15877,342,1789,589,1200,237,582,79,251,80,1220,112,1841,127,991,39,180,476,744,202,1241,365,3797,222,558,96,1003,34,314,1147,1862,109,252,70,194,23,806,273,704,57,593,1180,1621,404,124,431,2358,208,1564,57,57,192,1029,3535,14979,323,476,1205,355,582,62,87,30,1055,219,1427,213,674,20,177,454,985,510,1318,1422,3066,301,630,166,1202,30,463,1338,1838,165,41,134,191,11,1311,202,629,109,650,1001,2025,139,404
OTU_32,99653,Root,Bacteria,Firmicutes,.,Negativicutes,.,Selenomonadales,.,Acidaminococcaceae,.,Phascolarctobacterium,.,1,Phascolarctobacterium_faecium_(T)_(X72865),99,1,70,2,255,213,977,9783,466,9394,0,6,0,113,46,61,4,0,1125,2719,273,4,311,4940,7,2,9,3,37,21,451,4024,6,2,4,2,15,0,6,24,1469,3202,180,333,2,0,37,4,0,3,2,3,13,2,8175,10,571,7,247,310,2114,8288,12,11428,1,4,0,56,58,3,9,545,77,14,5,813,5105,7,1,8,1,34,18,1402,6594,2,3,7,2,9,1,11,7,1452,2797,218,19,5,1,2,15,11,1,1,4,9,9,8270,255
OTU_34,97218,Root,Bacteria,Firmicutes,.,Bacilli,.,Lactobacillales,.,Streptococcaceae,.,Streptococcus,.,1,Streptococcus_salivarius_(T)_ATCC_7073_(AY188352),98.6,3,215,53,1709,598,1728,507,551,115,12638,4002,95,39,39,10,942,377,142,77,284,11,413,397,66,26,90,29,160,64,4033,3187,973,483,217,46,858,243,1316,556,405,210,2770,628,748,369,13,805,558,236,205,131,243,134,92,7,490,29,1602,594,4135,377,169,141,11222,5047,85,23,22,740,339,175,17,46,5,434,345,75,7,102,55,200,90,5009,3497,958,387,286,67,1110,366,1482,1159,383,182,3744,20,854,527,3279,833,557,159,316,154,287,126,45,22
OTU_31,88668,Root,Bacteria,Firmicutes,.,Clostridia,.,Clostridiales,.,Lachnospiraceae,.,Lachnospiracea_incertae_sedis,.,0.87,Eubacterium_hallii_strain_ATCC_27751_(L34621),99,1,443,534,533,325,522,158,1304,628,608,302,779,61,665,536,1572,883,886,644,1453,214,516,648,1799,996,2243,1060,59,49,2480,1807,695,454,1440,593,2483,1236,1067,924,8,7,1345,67,575,453,97,870,2497,1422,1214,1111,7,8,144,116,1136,388,540,273,1126,83,559,718,596,302,569,591,366,1277,731,964,75,142,205,868,555,1182,496,2186,1370,50,60,2744,2133,486,338,1395,712,2627,1332,1445,1223,0,12,1694,81,513,519,1835,1384,2272,1134,2221,1297,13,9,107,194
